38806,4,0,4,0,2,0,0,3,6,2,1,0,6,0,6,0,0
39502,4,1,1,0,2,3,2,8,0,6,0,0,2,2,8,2,0
40612,4,1,5,0,0,0,0,8,0,5,0,0,6,0,7,0,0
40821,3,0,0,0,0,0,0,2,7,2,0,0,5,0,6,0,0
41444,3,0,0,0,0,0,0,2,1,1,0,0,3,1,0,0,0
422,4,1,1,0,3,2,0,7,0,4,0,0,2,0,5,2,2
42311,4,1,1,0,0,0,0,4,0,0,0,0,3,1,0,0,0
4458,6,0,3,0,2,2,0,2,6,2,2,0,3,0,4,3,2
46438,4,1,2,0,2,2,0,7,0,4,0,0,2,0,6,3,0
48490,5,1,0,0,0,0,0,8,0,5,0,0,6,0,7,0,0
49330,4,1,1,0,1,3,0,7,0,5,0,0,2,1,5,4,0
49517,4,1,0,0,0,0,0,6,0,5,0,0,5,0,6,0,0
49519,5,1,0,0,0,0,0,6,0,6,0,0,5,0,7,0,0
49706,4,0,1,0,0,0,0,2,1,1,0,0,3,1,0,0,0
50233,6,0,3,0,3,1,0,2,5,2,2,0,2,0,4,3,2
51419,6,0,1,0,4,4,0,2,4,4,3,0,2,0,6,4,1
51544,4,0,3,0,2,0,0,2,5,3,1,0,5,0,6,0,0
5306,5,0,0,0,0,0,0,3,4,3,1,0,5,0,6,0,0
54626,3,0,1,0,5,2,0,1,6,4,0,0,2,0,4,4,1
55539,4,1,6,0,0,0,0,7,0,4,0,0,5,0,6,0,0
5611,5,1,5,0,0,0,0,7,0,5,0,0,5,0,7,0,0
57822,4,1,5,0,0,0,0,7,0,5,0,0,5,0,7,0,0
61964,4,1,0,0,0,0,0,6,0,6,0,0,5,0,7,0,0
62814,4,0,0,0,0,0,0,1,7,3,2,0,6,0,7,0,0
64083,4,0,1,0,5,0,0,3,4,4,1,0,3,0,4,4,1
66316,4,1,5,0,0,0,0,7,0,5,0,0,5,0,7,0,0
67297,4,0,2,0,4,1,0,3,4,2,3,0,3,0,2,7,0
67924,3,1,0,0,2,3,2,6,0,5,0,0,2,1,5,3,0
68574,4,1,0,0,0,0,0,8,0,5,0,0,6,0,7,0,0
696,5,1,2,0,2,0,1,7,0,5,0,0,2,0,6,4,0
71010,4,1,0,0,0,0,0,8,0,5,0,0,6,0,7,0,0
71919,4,0,0,0,0,0,0,2,6,3,0,0,5,0,6,0,0
72011,5,1,6,0,0,0,0,6,0,6,0,0,5,0,7,0,0
72192,4,1,0,0,0,0,0,6,0,5,0,0,5,0,6,0,0
74606,5,0,4,0,3,0,0,2,5,3,2,0,5,0,7,0,0
75174,4,1,0,0,0,0,0,8,0,4,0,0,6,0,6,0,0
75451,4,0,0,0,0,0,0,3,5,3,0,0,5,0,6,0,0
76162,5,0,1,0,3,3,0,1,4,4,2,0,2,0,4,5,0
76310,4,1,8,0,0,0,0,8,0,6,0,0,6,0,8,0,0
76579,4,1,0,0,0,0,0,7,0,4,0,0,5,0,6,0,0
77483,4,0,3,0,2,0,0,2,5,3,1,0,5,0,6,0,0
7914,6,0,1,0,4,1,0,3,4,4,0,0,2,0,4,5,0
80015,4,1,0,0,0,0,0,6,0,5,0,0,5,0,6,0,0
80318,6,0,0,0,0,0,0,2,6,3,2,0,6,0,7,0,0
81317,4,1,1,0,2,3,0,8,0,4,0,0,3,1,4,3,1
81894,4,0,3,0,2,0,0,3,5,3,0,0,5,0,6,0,0
82156,4,1,2,0,1,3,1,7,0,5,0,0,2,0,8,2,0
84934,4,1,6,0,0,0,0,8,0,4,0,0,6,0,6,0,0
88264,4,0,0,0,0,0,0,1,7,4,1,0,6,0,7,0,0
88631,4,0,0,0,0,0,0,1,6,4,0,0,5,0,6,0,0
90498,4,1,2,0,3,0,0,8,0,5,0,0,3,1,3,6,0
91193,5,0,2,0,6,0,0,1,6,3,1,0,2,1,1,7,0
91445,4,0,0,0,0,0,0,2,7,3,1,0,6,0,7,0,0
92393,4,1,5,0,0,0,0,7,0,5,0,0,5,0,7,0,0
9270,5,0,4,0,2,0,0,2,7,2,1,0,6,0,6,0,0
92838,4,1,2,0,1,2,0,6,0,6,0,0,2,1,4,5,0
94531,3,1,1,0,0,0,0,4,0,0,0,0,3,0,1,0,0
94839,5,0,1,0,3,2,0,2,5,4,0,0,2,0,7,1,1
95088,4,0,4,0,3,0,0,1,7,3,1,0,5,0,7,0,0
95099,4,0,0,0,0,0,0,2,5,3,1,0,5,0,6,0,0
95892,3,0,0,0,0,0,0,2,1,1,0,0,3,1,0,0,0
99382,4,1,0,0,0,0,0,8,0,7,0,0,6,0,9,0,0
